"huc4","lagoslakeid","neon_zoneid","year","month","pct","lake_lat_decdeg","lake_lon_decdeg","wy.month","usgs.month","date.pct","date.lwy","date.usgs","pct.lwy","pct.usgs"
"0101",8454,"neon_1",2013,6,175.99,46.1237629106,-68.023121245,1,9,2013-06-30,2013-01-31,2013-09-30,1150.5,1443.71
"0101",8454,"neon_1",2017,1,93.29,46.1237629106,-68.023121245,1,9,2017-01-31,2017-01-31,2017-09-30,1124.01,1037.44
"0101",8454,"neon_1",2012,9,116.53,46.1237629106,-68.023121245,1,9,2012-09-30,2012-01-31,2012-09-30,1282.99,1033.74
"0101",7754,"neon_1",2009,11,98.45,46.5656487357,-68.3233624858,1,9,2009-11-30,2009-01-31,2009-09-30,1164.22,1002.08
"0101",7754,"neon_1",2014,2,67.83,46.5656487357,-68.3233624858,1,9,2014-02-28,2014-01-31,2014-09-30,1252.6,1003.14
"0101",7754,"neon_1",2015,3,44.19,46.5656487357,-68.3233624858,1,9,2015-03-31,2015-01-31,2015-09-30,1138.31,1068.64
"0101",7754,"neon_1",2010,7,74.15,46.5656487357,-68.3233624858,1,9,2010-07-31,2010-01-31,2010-09-30,993.05,1073.93
"0101",8454,"neon_1",2018,8,86.6,46.1237629106,-68.023121245,1,9,2018-08-31,2018-01-31,2018-09-30,1202.21,1214.99
"0101",7754,"neon_1",2017,12,109.39,46.5656487357,-68.3233624858,1,9,2017-12-31,2017-01-31,2017-09-30,1206.08,1082.18
"0101",7754,"neon_1",2012,10,155.45,46.5656487357,-68.3233624858,1,9,2012-10-31,2012-01-31,2012-09-30,1328.79,962.97
"0101",7754,"neon_1",2018,7,77.76,46.5656487357,-68.3233624858,1,9,2018-07-31,2018-01-31,2018-09-30,1200.45,1181.1
"0101",7754,"neon_1",2016,4,73.3,46.5656487357,-68.3233624858,1,9,2016-04-30,2016-01-31,2016-09-30,964.74,1181.88
"0101",7754,"neon_1",2013,12,88.04,46.5656487357,-68.3233624858,1,9,2013-12-31,2013-01-31,2013-09-30,975.38,1264.69
"0101",7754,"neon_1",2011,8,217.98,46.5656487357,-68.3233624858,1,9,2011-08-31,2011-01-31,2011-09-30,1147.08,1460.95
"0102",104663,"neon_1",2009,11,136.5,45.8042236762,-69.0446409307,7,9,2009-11-30,2009-07-31,2009-09-30,1270.29,1164.95
"0102",104663,"neon_1",2014,5,105.74,45.8042236762,-69.0446409307,7,9,2014-05-31,2014-07-31,2014-09-30,1239.67,1082.28
"0102",104663,"neon_1",2015,2,29.9,45.8042236762,-69.0446409307,7,9,2015-02-28,2015-07-31,2015-09-30,1110.83,1259.64
"0102",104663,"neon_1",2018,12,81.52,45.8042236762,-69.0446409307,7,9,2018-12-31,2018-07-31,2018-09-30,1202.51,1168.74
"0102",117036,"neon_1",2010,6,147.48,46.1620595683,-68.4185264123,7,9,2010-06-30,2010-07-31,2010-09-30,1079.27,1172.5
"0102",104663,"neon_1",2012,2,50.34,45.8042236762,-69.0446409307,7,9,2012-02-29,2012-07-31,2012-09-30,1257.35,1118.15
"0102",117036,"neon_1",2011,6,131.23,46.1620595683,-68.4185264123,7,9,2011-06-30,2011-07-31,2011-09-30,1498.37,1594.87
"0102",117036,"neon_1",2009,1,61.73,46.1620595683,-68.4185264123,7,9,2009-01-31,2009-07-31,2009-09-30,1408.54,1235.25
"0102",117036,"neon_1",2018,1,126.62,46.1620595683,-68.4185264123,7,9,2018-01-31,2018-07-31,2018-09-30,1256.95,1255.92
"0102",104663,"neon_1",2010,9,153.41,45.8042236762,-69.0446409307,7,9,2010-09-30,2010-07-31,2010-09-30,1055.87,1176.11
"0102",117036,"neon_1",2016,4,92.39,46.1620595683,-68.4185264123,7,9,2016-04-30,2016-07-31,2016-09-30,1280.46,1236.46
"0102",117036,"neon_1",2017,10,193.74,46.1620595683,-68.4185264123,7,9,2017-10-31,2017-07-31,2017-09-30,1183.47,1163.34
"0102",117036,"neon_1",2014,6,106.18,46.1620595683,-68.4185264123,7,9,2014-06-30,2014-07-31,2014-09-30,1381.79,1120.2
"0102",117036,"neon_1",2015,12,152.57,46.1620595683,-68.4185264123,7,9,2015-12-31,2015-07-31,2015-09-30,1134.01,1248.76
"0102",104663,"neon_1",2016,2,129.56,45.8042236762,-69.0446409307,7,9,2016-02-29,2016-07-31,2016-09-30,1172.69,1040.59
"0102",104663,"neon_1",2013,9,124.55,45.8042236762,-69.0446409307,7,9,2013-09-30,2013-07-31,2013-09-30,1186.6,1276.22
"0102",117036,"neon_1",2012,11,41.53,46.1620595683,-68.4185264123,7,9,2012-11-30,2012-07-31,2012-09-30,1234.53,1123.99
"0102",104663,"neon_1",2011,10,112.1,45.8042236762,-69.0446409307,7,9,2011-10-31,2011-07-31,2011-09-30,1437.17,1549.13
"0102",104663,"neon_1",2017,2,74.54,45.8042236762,-69.0446409307,7,9,2017-02-28,2017-07-31,2017-09-30,1171.61,1196.63
"0102",49811,"neon_1",2012,9,101.66,46.0975059072,-68.750583266,7,9,2012-09-30,2012-07-31,2012-09-30,1155.34,1021.99
"0102",49811,"neon_1",2010,12,197.36,46.0975059072,-68.750583266,7,9,2010-12-31,2010-07-31,2010-09-30,975.27,1085.34
"0102",49811,"neon_1",2015,4,72.05,46.0975059072,-68.750583266,7,9,2015-04-30,2015-07-31,2015-09-30,1102.16,1231.3
"0102",117036,"neon_1",2013,1,31.87,46.1620595683,-68.4185264123,7,9,2013-01-31,2013-07-31,2013-09-30,1283.38,1471.49
"0102",49811,"neon_1",2013,5,156.44,46.0975059072,-68.750583266,7,9,2013-05-31,2013-07-31,2013-09-30,1166.75,1277.29
"0102",49811,"neon_1",2011,10,115.9,46.0975059072,-68.750583266,7,9,2011-10-31,2011-07-31,2011-09-30,1439.21,1539.28
"0102",49811,"neon_1",2016,4,79.33,46.0975059072,-68.750583266,7,9,2016-04-30,2016-07-31,2016-09-30,1197.23,1118.53
"0102",102593,"neon_1",2018,8,65.09,45.7964523675,-69.0790630667,7,9,2018-08-31,2018-07-31,2018-09-30,1202.51,1168.74
"0102",102593,"neon_1",2010,9,153.41,45.7964523675,-69.0790630667,7,9,2010-09-30,2010-07-31,2010-09-30,1055.87,1176.11
"0102",102593,"neon_1",2014,9,33.56,45.7964523675,-69.0790630667,7,9,2014-09-30,2014-07-31,2014-09-30,1239.67,1082.28
"0102",102593,"neon_1",2015,8,150.02,45.7964523675,-69.0790630667,7,9,2015-08-31,2015-07-31,2015-09-30,1110.83,1259.64
"0102",102593,"neon_1",2012,3,52.52,45.7964523675,-69.0790630667,7,9,2012-03-31,2012-07-31,2012-09-30,1257.35,1118.15
"0102",102593,"neon_1",2011,10,112.1,45.7964523675,-69.0790630667,7,9,2011-10-31,2011-07-31,2011-09-30,1437.17,1549.13
"0102",102593,"neon_1",2017,6,119.41,45.7964523675,-69.0790630667,7,9,2017-06-30,2017-07-31,2017-09-30,1171.61,1196.63
"0102",102593,"neon_1",2013,3,70.29,45.7964523675,-69.0790630667,7,9,2013-03-31,2013-07-31,2013-09-30,1186.6,1276.22
"0102",102593,"neon_1",2009,6,157.71,45.7964523675,-69.0790630667,7,9,2009-06-30,2009-07-31,2009-09-30,1270.29,1164.95
"0102",102593,"neon_1",2016,6,62.08,45.7964523675,-69.0790630667,7,9,2016-06-30,2016-07-31,2016-09-30,1172.69,1040.59
"0102",36157,"neon_1",2012,9,85.25,46.2859362777,-69.1277965141,7,9,2012-09-30,2012-07-31,2012-09-30,1119.31,989.53
"0102",36157,"neon_1",2014,9,75.29,46.2859362777,-69.1277965141,7,9,2014-09-30,2014-07-31,2014-09-30,1092.98,988.77
"0102",36157,"neon_1",2009,10,125.79,46.2859362777,-69.1277965141,7,9,2009-10-31,2009-07-31,2009-09-30,1154.25,1042.88
"0102",36157,"neon_1",2010,8,55.61,46.2859362777,-69.1277965141,7,9,2010-08-31,2010-07-31,2010-09-30,941.68,1052.18
"0102",36157,"neon_1",2015,4,63.51,46.2859362777,-69.1277965141,7,9,2015-04-30,2015-07-31,2015-09-30,1049.95,1103.26
"0102",36157,"neon_1",2013,11,99.86,46.2859362777,-69.1277965141,7,9,2013-11-30,2013-07-31,2013-09-30,1036.06,1137.28
"0102",36157,"neon_1",2018,8,110.18,46.2859362777,-69.1277965141,7,9,2018-08-31,2018-07-31,2018-09-30,1128.6,1137.96
"0102",36157,"neon_1",2017,11,73.41,46.2859362777,-69.1277965141,7,9,2017-11-30,2017-07-31,2017-09-30,1093.78,1078.36
"0102",36157,"neon_1",2016,8,142.42,46.2859362777,-69.1277965141,7,9,2016-08-31,2016-07-31,2016-09-30,1125.6,1104.82
"0102",21552,"neon_1",2012,12,136.38,46.1786472592,-68.3945208653,7,9,2012-12-31,2012-07-31,2012-09-30,1234.53,1123.99
"0102",21552,"neon_1",2013,2,74.18,46.1786472592,-68.3945208653,7,9,2013-02-28,2013-07-31,2013-09-30,1283.38,1471.49
"0102",21552,"neon_1",2014,1,111.69,46.1786472592,-68.3945208653,7,9,2014-01-31,2014-07-31,2014-09-30,1381.79,1120.2
"0102",131128,"neon_1",2014,11,74.66,45.1144909565,-69.5544028666,7,9,2014-11-30,2014-07-31,2014-09-30,1235.82,1138.77
"0102",131128,"neon_1",2009,7,177.45,45.1144909565,-69.5544028666,7,9,2009-07-31,2009-07-31,2009-09-30,1389.59,1264.77
"0102",131128,"neon_1",2015,4,67.01,45.1144909565,-69.5544028666,7,9,2015-04-30,2015-07-31,2015-09-30,1069.57,1189.97
"0102",131128,"neon_1",2018,12,100.94,45.1144909565,-69.5544028666,7,9,2018-12-31,2018-07-31,2018-09-30,1136.6,1166.35
"0102",131128,"neon_1",2011,8,195.7,45.1144909565,-69.5544028666,7,9,2011-08-31,2011-07-31,2011-09-30,1310.57,1455.5
"0102",49811,"neon_1",2014,10,180.66,46.0975059072,-68.750583266,7,9,2014-10-31,2014-07-31,2014-09-30,1168.84,1004.1
"0102",49811,"neon_1",2018,9,64.32,46.0975059072,-68.750583266,7,9,2018-09-30,2018-07-31,2018-09-30,1154.84,1155.83
"0102",131128,"neon_1",2010,9,113.98,45.1144909565,-69.5544028666,7,9,2010-09-30,2010-07-31,2010-09-30,1173.26,1228.82
"0102",131128,"neon_1",2017,8,72.8,45.1144909565,-69.5544028666,7,9,2017-08-31,2017-07-31,2017-09-30,1150.75,1170.18
"0102",131128,"neon_1",2012,3,53.84,45.1144909565,-69.5544028666,7,9,2012-03-31,2012-07-31,2012-09-30,1259.44,1219.36
"0102",131128,"neon_1",2016,7,78.4,45.1144909565,-69.5544028666,7,9,2016-07-31,2016-07-31,2016-09-30,1207.13,1054.92
"0102",49811,"neon_1",2017,8,62.39,46.0975059072,-68.750583266,7,9,2017-08-31,2017-07-31,2017-09-30,1128.09,1117.58
"0102",49811,"neon_1",2009,9,36.73,46.0975059072,-68.750583266,7,9,2009-09-30,2009-07-31,2009-09-30,1286.71,1144.86
"0102",131128,"neon_1",2013,2,72.79,45.1144909565,-69.5544028666,7,9,2013-02-28,2013-07-31,2013-09-30,1268.04,1244.88
"0102",21552,"neon_1",2009,7,161.86,46.1786472592,-68.3945208653,7,9,2009-07-31,2009-07-31,2009-09-30,1408.54,1235.25
"0102",21552,"neon_1",2018,9,60.05,46.1786472592,-68.3945208653,7,9,2018-09-30,2018-07-31,2018-09-30,1256.95,1255.92
"0102",21552,"neon_1",2017,3,74.24,46.1786472592,-68.3945208653,7,9,2017-03-31,2017-07-31,2017-09-30,1183.47,1163.34
"0102",21552,"neon_1",2016,7,102.22,46.1786472592,-68.3945208653,7,9,2016-07-31,2016-07-31,2016-09-30,1280.46,1236.46
"0102",21552,"neon_1",2015,4,78.96,46.1786472592,-68.3945208653,7,9,2015-04-30,2015-07-31,2015-09-30,1134.01,1248.76
"0102",21552,"neon_1",2011,9,106.81,46.1786472592,-68.3945208653,7,9,2011-09-30,2011-07-31,2011-09-30,1498.37,1594.87
"0102",36157,"neon_1",2011,6,95.56,46.2859362777,-69.1277965141,7,9,2011-06-30,2011-07-31,2011-09-30,1355.62,1428.6
"0102",21552,"neon_1",2010,3,114.33,46.1786472592,-68.3945208653,7,9,2010-03-31,2010-07-31,2010-09-30,1079.27,1172.5
"0102",7945,"neon_1",2015,5,100.17,45.4638125359,-69.27873286,7,9,2015-05-31,2015-07-31,2015-09-30,1171.67,1330.98
"0102",7945,"neon_1",2013,2,84.39,45.4638125359,-69.27873286,7,9,2013-02-28,2013-07-31,2013-09-30,1299.84,1340.89
"0102",7945,"neon_1",2016,8,114.16,45.4638125359,-69.27873286,7,9,2016-08-31,2016-07-31,2016-09-30,1280.04,1139.38
"0102",7945,"neon_1",2018,9,81.35,45.4638125359,-69.27873286,7,9,2018-09-30,2018-07-31,2018-09-30,1255.68,1277.44
"0102",7945,"neon_1",2017,1,123.45,45.4638125359,-69.27873286,7,9,2017-01-31,2017-07-31,2017-09-30,1255.95,1241.53
"0102",7945,"neon_1",2010,12,218.38,45.4638125359,-69.27873286,7,9,2010-12-31,2010-07-31,2010-09-30,1178.45,1252.59
"0102",7945,"neon_1",2012,5,121.76,45.4638125359,-69.27873286,7,9,2012-05-31,2012-07-31,2012-09-30,1370.9,1277.94
"0102",7945,"neon_1",2009,8,91.2,45.4638125359,-69.27873286,7,9,2009-08-31,2009-07-31,2009-09-30,1354.05,1261.28
"0102",7945,"neon_1",2011,5,178.98,45.4638125359,-69.27873286,7,9,2011-05-31,2011-07-31,2011-09-30,1540.92,1681.05
"0102",7945,"neon_1",2014,5,116.72,45.4638125359,-69.27873286,7,9,2014-05-31,2014-07-31,2014-09-30,1292.75,1140.07
"0103",100561,"neon_1",2009,8,93.77,44.8951803301,-69.5599788,7,9,2009-08-31,2009-07-31,2009-09-30,1378.21,1215.75
"0103",100561,"neon_1",2012,5,140.19,44.8951803301,-69.5599788,7,9,2012-05-31,2012-07-31,2012-09-30,1132.26,1080.64
"0103",100561,"neon_1",2015,2,47.99,44.8951803301,-69.5599788,7,9,2015-02-28,2015-07-31,2015-09-30,1038.14,1128.89
"0103",100561,"neon_1",2010,4,82.68,44.8951803301,-69.5599788,7,9,2010-04-30,2010-07-31,2010-09-30,1105.22,1137.32
"0103",100561,"neon_1",2013,11,94.96,44.8951803301,-69.5599788,7,9,2013-11-30,2013-07-31,2013-09-30,1184.18,1211.2
"0103",100561,"neon_1",2016,7,86.97,44.8951803301,-69.5599788,7,9,2016-07-31,2016-07-31,2016-09-30,1169.68,1055.15
"0103",100561,"neon_1",2011,7,70.77,44.8951803301,-69.5599788,7,9,2011-07-31,2011-07-31,2011-09-30,1249.25,1359.38
"0103",100561,"neon_1",2018,12,104.92,44.8951803301,-69.5599788,7,9,2018-12-31,2018-07-31,2018-09-30,1113.86,1146.03
"0103",100561,"neon_1",2014,3,136.44,44.8951803301,-69.5599788,7,9,2014-03-31,2014-07-31,2014-09-30,1284.64,1174.21
"0103",100561,"neon_1",2017,2,93.82,44.8951803301,-69.5599788,7,9,2017-02-28,2017-07-31,2017-09-30,1096.69,1141.47
"0103",27848,"neon_1",2009,6,148.62,45.3000180586,-70.4339758062,7,9,2009-06-30,2009-07-31,2009-09-30,1256.88,1111.03
"0103",27848,"neon_1",2016,2,96.57,45.3000180586,-70.4339758062,7,9,2016-02-29,2016-07-31,2016-09-30,893.98,910.39
"0103",27848,"neon_1",2015,6,186.86,45.3000180586,-70.4339758062,7,9,2015-06-30,2015-07-31,2015-09-30,1006.28,1014.51
"0103",27848,"neon_1",2017,7,112.81,45.3000180586,-70.4339758062,7,9,2017-07-31,2017-07-31,2017-09-30,1091.3,1123.11
"0103",27848,"neon_1",2018,10,85.14,45.3000180586,-70.4339758062,7,9,2018-10-31,2018-07-31,2018-09-30,1099.22,1113.25
"0103",27848,"neon_1",2011,2,66.74,45.3000180586,-70.4339758062,7,9,2011-02-28,2011-07-31,2011-09-30,1254.08,1363.85
"0103",27848,"neon_1",2014,8,99.08,45.3000180586,-70.4339758062,7,9,2014-08-31,2014-07-31,2014-09-30,1048.04,984.69
"0103",27848,"neon_1",2012,6,175.08,45.3000180586,-70.4339758062,7,9,2012-06-30,2012-07-31,2012-09-30,1169.35,1089.68
"0103",27848,"neon_1",2010,5,47.52,45.3000180586,-70.4339758062,7,9,2010-05-31,2010-07-31,2010-09-30,1034.49,1147.08
"0103",27848,"neon_1",2013,8,86.33,45.3000180586,-70.4339758062,7,9,2013-08-31,2013-07-31,2013-09-30,1204.14,1140.69
"0104",66398,"neon_1",2015,2,32.02,45.0738851881,-70.6626581985,7,9,2015-02-28,2015-07-31,2015-09-30,1099.31,1137
"0104",66398,"neon_1",2016,12,113.49,45.0738851881,-70.6626581985,7,9,2016-12-31,2016-07-31,2016-09-30,979.1,1002.42
"0104",66398,"neon_1",2012,2,27.04,45.0738851881,-70.6626581985,7,9,2012-02-29,2012-07-31,2012-09-30,1341.5,1227.7
"0104",66398,"neon_1",2010,10,174.94,45.0738851881,-70.6626581985,7,9,2010-10-31,2010-07-31,2010-09-30,1125.75,1231.22
"0104",66398,"neon_1",2013,10,38.09,45.0738851881,-70.6626581985,7,9,2013-10-31,2013-07-31,2013-09-30,1252.47,1182.57
"0104",66398,"neon_1",2011,2,65.08,45.0738851881,-70.6626581985,7,9,2011-02-28,2011-07-31,2011-09-30,1402.34,1529.55
"0104",66398,"neon_1",2014,12,132.02,45.0738851881,-70.6626581985,7,9,2014-12-31,2014-07-31,2014-09-30,1152.42,1072.06
"0104",66398,"neon_1",2017,12,84.19,45.0738851881,-70.6626581985,7,9,2017-12-31,2017-07-31,2017-09-30,1202.17,1195.09
"0104",66398,"neon_1",2018,5,48.71,45.0738851881,-70.6626581985,7,9,2018-05-31,2018-07-31,2018-09-30,1225.92,1291.39
"0104",8296,"neon_1",2011,11,105.57,44.4293269823,-70.5157677434,7,9,2011-11-30,2011-07-31,2011-09-30,1356.13,1502.4
"0104",8296,"neon_1",2017,11,52.84,44.4293269823,-70.5157677434,7,9,2017-11-30,2017-07-31,2017-09-30,1200.92,1261.66
"0104",8296,"neon_1",2009,11,133.61,44.4293269823,-70.5157677434,7,9,2009-11-30,2009-07-31,2009-09-30,1601.73,1422.96
"0104",8296,"neon_1",2010,1,102.09,44.4293269823,-70.5157677434,7,9,2010-01-31,2010-07-31,2010-09-30,1330.51,1331.56
"0104",8296,"neon_1",2012,8,142.54,44.4293269823,-70.5157677434,7,9,2012-08-31,2012-07-31,2012-09-30,1384.01,1314.6
"0104",66398,"neon_1",2009,7,149.48,45.0738851881,-70.6626581985,7,9,2009-07-31,2009-07-31,2009-09-30,1350.07,1209.85
"0104",45667,"neon_1",2010,9,96.98,44.212091285,-70.6214116003,7,9,2010-09-30,2010-07-31,2010-09-30,1422.74,1428.34
"0104",8296,"neon_1",2016,1,83,44.4293269823,-70.5157677434,7,9,2016-01-31,2016-07-31,2016-09-30,1140.46,1066.46
"0104",8296,"neon_1",2015,11,58.86,44.4293269823,-70.5157677434,7,9,2015-11-30,2015-07-31,2015-09-30,1067.54,1119.36
"0104",8296,"neon_1",2013,1,34.16,44.4293269823,-70.5157677434,7,9,2013-01-31,2013-07-31,2013-09-30,1348.41,1378.63
"0104",45667,"neon_1",2018,2,82.32,44.212091285,-70.6214116003,7,9,2018-02-28,2018-07-31,2018-09-30,1087.48,1110.37
"0104",45667,"neon_1",2016,3,108.39,44.212091285,-70.6214116003,7,9,2016-03-31,2016-07-31,2016-09-30,1171.45,1103.58
"0104",45667,"neon_1",2009,1,72.31,44.212091285,-70.6214116003,7,9,2009-01-31,2009-07-31,2009-09-30,1664.68,1418.84
"0104",45667,"neon_1",2015,3,28.2,44.212091285,-70.6214116003,7,9,2015-03-31,2015-07-31,2015-09-30,1083.93,1130.8
"0104",45667,"neon_1",2017,11,55.67,44.212091285,-70.6214116003,7,9,2017-11-30,2017-07-31,2017-09-30,1228.91,1284.21
"0104",45667,"neon_1",2014,6,81.06,44.212091285,-70.6214116003,7,9,2014-06-30,2014-07-31,2014-09-30,1380.8,1216.93
"0104",45667,"neon_1",2011,1,64.46,44.212091285,-70.6214116003,7,9,2011-01-31,2011-07-31,2011-09-30,1311.41,1442.23
"0104",45667,"neon_1",2013,7,160.09,44.212091285,-70.6214116003,7,9,2013-07-31,2013-07-31,2013-09-30,1251.42,1334.84
"0104",45667,"neon_1",2012,10,155.38,44.212091285,-70.6214116003,7,9,2012-10-31,2012-07-31,2012-09-30,1373.47,1307.45
"0104",8296,"neon_1",2014,4,86.15,44.4293269823,-70.5157677434,7,9,2014-04-30,2014-07-31,2014-09-30,1383.6,1221.93
"0104",124453,"neon_1",2015,7,77.94,44.0496058387,-70.0249533291,7,9,2015-07-31,2015-07-31,2015-09-30,1151.76,1138.25
"0104",124453,"neon_1",2018,11,219.08,44.0496058387,-70.0249533291,7,9,2018-11-30,2018-07-31,2018-09-30,1088.12,1163.03
"0104",124453,"neon_1",2012,10,134.32,44.0496058387,-70.0249533291,7,9,2012-10-31,2012-07-31,2012-09-30,1447.66,1311.22
"0104",124453,"neon_1",2011,4,182.82,44.0496058387,-70.0249533291,7,9,2011-04-30,2011-07-31,2011-09-30,1343.84,1492.74
"0104",124453,"neon_1",2013,8,103.28,44.0496058387,-70.0249533291,7,9,2013-08-31,2013-07-31,2013-09-30,1131.35,1250.79
"0104",124453,"neon_1",2009,12,163.36,44.0496058387,-70.0249533291,7,9,2009-12-31,2009-07-31,2009-09-30,1691.49,1394.33
"0104",124453,"neon_1",2016,6,96.51,44.0496058387,-70.0249533291,7,9,2016-06-30,2016-07-31,2016-09-30,1182.38,1126.74
"0104",124453,"neon_1",2017,2,97.26,44.0496058387,-70.0249533291,7,9,2017-02-28,2017-07-31,2017-09-30,1180.85,1210.51
"0104",124453,"neon_1",2014,4,74.53,44.0496058387,-70.0249533291,7,9,2014-04-30,2014-07-31,2014-09-30,1360.07,1229.28
"0104",124453,"neon_1",2010,6,148.71,44.0496058387,-70.0249533291,7,9,2010-06-30,2010-07-31,2010-09-30,1458.48,1485.56
"0104",8296,"neon_1",2018,12,94.52,44.4293269823,-70.5157677434,7,9,2018-12-31,2018-07-31,2018-09-30,1142.28,1158.72
"0105",28886,"neon_1",2017,6,67.17,43.9734148999,-69.3602697371,7,9,2017-06-30,2017-07-31,2017-09-30,1099.86,1131.95
"0105",28886,"neon_1",2009,10,129.06,43.9734148999,-69.3602697371,7,9,2009-10-31,2009-07-31,2009-09-30,1564.95,1402.18
"0105",28886,"neon_1",2010,12,113.67,43.9734148999,-69.3602697371,7,9,2010-12-31,2010-07-31,2010-09-30,1374.23,1339.11
"0105",28886,"neon_1",2012,7,45.56,43.9734148999,-69.3602697371,7,9,2012-07-31,2012-07-31,2012-09-30,1230.91,1215.39
"0105",28886,"neon_1",2011,6,85.22,43.9734148999,-69.3602697371,7,9,2011-06-30,2011-07-31,2011-09-30,1314.44,1360.78
"0105",28886,"neon_1",2013,3,60.88,43.9734148999,-69.3602697371,7,9,2013-03-31,2013-07-31,2013-09-30,1137.31,1131.96
"0105",28886,"neon_1",2015,12,133.53,43.9734148999,-69.3602697371,7,9,2015-12-31,2015-07-31,2015-09-30,1117.22,1150.54
"0105",28886,"neon_1",2014,3,95.09,43.9734148999,-69.3602697371,7,9,2014-03-31,2014-07-31,2014-09-30,1229.4,1126.03
"0105",28886,"neon_1",2016,6,71.39,43.9734148999,-69.3602697371,7,9,2016-06-30,2016-07-31,2016-09-30,1086.43,1059.22
"0105",53034,"neon_1",2011,1,81.31,44.7501314353,-67.8753705542,7,9,2011-01-31,2011-07-31,2011-09-30,1482.65,1467.21
"0105",118088,"neon_1",2011,9,47.87,44.8135711168,-67.8075208894,7,9,2011-09-30,2011-07-31,2011-09-30,1463.11,1475.88
"0105",53034,"neon_1",2010,1,109.3,44.7501314353,-67.8753705542,7,9,2010-01-31,2010-07-31,2010-09-30,1255.7,1252.74
"0105",53034,"neon_1",2018,2,110.08,44.7501314353,-67.8753705542,7,9,2018-02-28,2018-07-31,2018-09-30,1281.74,1364.69
